sx,sy,angle,x,y,value,stick_dist
13,153,48207,-0.9958932,0.09053575,1,1
13,154,48050,-0.9944226,0.1054691,1,1
13,155,48034,-0.9942511,0.1070732,1,1
13,156,47875,-0.992511,0.1221552,1,1
13,157,47695,-0.9902565,0.1392548,1,1
13,158,47695,-0.9902565,0.1392548,1,1
13,159,47511,-0.9876356,0.1567675,1,1
13,160,47511,-0.9876356,0.1567675,1,1
13,161,47321,-0.9846233,0.1746912,1,1
13,162,47321,-0.9846233,0.1746912,1,1
13,163,47126,-0.9811945,0.1930219,1,1
13,164,46962,-0.9780365,0.208434,1,1
13,165,46962,-0.9780365,0.208434,1,1
13,166,46762,-0.9738412,0.2272296,1,1
13,167,46762,-0.9738412,0.2272296,1,1
13,168,46556,-0.9691685,0.2463988,1,1
13,169,46556,-0.9691685,0.2463988,1,1
13,170,46390,-0.9651403,0.261733,1,1
13,171,46345,-0.9639927,0.265929,1,1
13,172,46179,-0.9596285,0.2812704,1,1
13,173,46129,-0.9582877,0.2858051,1,1
13,174,45962,-0.9535826,0.3011313,1,1
13,175,45962,-0.9535826,0.3011313,1,1
13,176,45909,-0.9520286,0.3060092,1,1
13,177,45741,-0.9469787,0.3212964,1,1
13,178,45741,-0.9469787,0.3212964,1,1
13,179,45515,-0.9397934,0.341743,1,1
13,180,45515,-0.9397934,0.341743,1,1
13,181,45348,-0.9342183,0.3567016,1,1
13,182,45284,-0.9320047,0.3624463,1,1
13,183,45284,-0.9320047,0.3624463,1,1
13,184,45117,-0.9260923,0.3772969,1,1
13,185,45049,-0.9235916,0.3833776,1,1
13,186,44882,-0.917345,0.3980931,1,1
13,187,44882,-0.917345,0.3980931,1,1
13,188,44642,-0.9079595,0.4190582,1,1
13,189,44642,-0.9079595,0.4190582,1,1
13,190,44642,-0.9079595,0.4190582,1,1
13,191,44399,-0.8979207,0.4401572,1,1
13,192,44399,-0.8979207,0.4401572,1,1
13,193,44399,-0.8979207,0.4401572,1,1
13,194,44399,-0.8979207,0.4401572,1,1
13,195,44151,-0.8872169,0.4613528,1,1
13,196,44151,-0.8872169,0.4613528,1,1
13,197,44151,-0.8872169,0.4613528,1,1
13,198,43988,-0.8799054,0.4751489,1,1
13,199,43899,-0.8758383,0.4826048,1,1
13,200,43738,-0.8682432,0.4961389,1,1
13,201,43738,-0.8682432,0.4961389,1,1
13,202,43738,-0.8682432,0.4961389,1,1
13,203,43484,-0.8559156,0.5171157,1,1
13,204,43484,-0.8559156,0.5171157,1,1
13,205,43484,-0.8559156,0.5171157,1,1
13,206,43227,-0.8429222,0.5380354,1,1
13,207,43227,-0.8429222,0.5380354,1,1
13,208,43227,-0.8429222,0.5380354,1,1
13,209,43227,-0.8429222,0.5380354,1,1
13,210,42967,-0.8292664,0.5588534,1,1
13,211,42967,-0.8292664,0.5588534,1,1
13,212,42967,-0.8292664,0.5588534,1,1
13,213,42813,-0.8209051,0.5710645,1,1
13,214,42705,-0.8149553,0.5795238,1,1
13,215,42705,-0.8149553,0.5795238,1,1
13,216,42553,-0.806405,0.5913637,1,1
13,217,42553,-0.806405,0.5913637,1,1
13,218,42553,-0.806405,0.5913637,1,1
13,219,42441,-0.8,0.6,1,1
13,220,42290,-0.791285,0.6114475,1,1
13,221,42290,-0.791285,0.6114475,1,1
13,222,42290,-0.791285,0.6114475,1,1
13,223,42027,-0.775562,0.6312714,1,1
13,224,42027,-0.775562,0.6312714,1,1
13,225,42027,-0.775562,0.6312714,1,1
13,226,42027,-0.775562,0.6312714,1,1
13,227,41882,-0.7667577,0.6419367,1,1
13,228,41761,-0.7592567,0.6507914,1,1
13,229,41761,-0.7592567,0.6507914,1,1
13,230,41761,-0.7592567,0.6507914,1,1
13,231,41620,-0.750359,0.6610306,1,1
13,232,41620,-0.750359,0.6610306,1,1
13,233,41495,-0.7423931,0.6699645,1,1
13,234,41495,-0.7423931,0.6699645,1,1
13,235,41356,-0.7334303,0.6797646,1,1
13,236,41356,-0.7334303,0.6797646,1,1
13,237,41356,-0.7334303,0.6797646,1,1
13,238,41228,-0.7249994,0.6887494,1,1
13,239,41093,-0.7160001,0.6981001,1,1
13,240,41093,-0.7160001,0.6981001,1,1
13,241,41093,-0.7160001,0.6981001,1,1
13,242,41093,-0.7160001,0.6981001,1,1
13,243,40960,-0.7071068,0.7071068,1,1
13,244,40828,-0.6981001,0.7160001,1,1
13,245,40828,-0.6981001,0.7160001,1,1
13,246,40828,-0.6981001,0.7160001,1,1
13,247,40828,-0.6981001,0.7160001,1,1
13,248,40693,-0.6887494,0.7249994,1,1
13,249,40565,-0.6797646,0.7334303,1,1
13,250,40565,-0.6797646,0.7334303,1,1
13,251,40565,-0.6797646,0.7334303,1,1
13,252,40565,-0.6797646,0.7334303,1,1
13,253,40426,-0.6699645,0.7423931,1,1
13,254,40426,-0.6699645,0.7423931,1,1
13,255,40301,-0.6610306,0.750359,1,1
14,0,58004,-0.6610306,-0.750359,1,1
14,1,58004,-0.6610306,-0.750359,1,1
14,2,58004,-0.6610306,-0.750359,1,1
14,3,57879,-0.6699645,-0.7423931,1,1
14,4,57879,-0.6699645,-0.7423931,1,1
14,5,57740,-0.6797646,-0.7334303,1,1
14,6,57740,-0.6797646,-0.7334303,1,1
14,7,57740,-0.6797646,-0.7334303,1,1
14,8,57740,-0.6797646,-0.7334303,1,1
14,9,57612,-0.6887494,-0.7249994,1,1
14,10,57477,-0.6981001,-0.7160001,1,1
14,11,57477,-0.6981001,-0.7160001,1,1
14,12,57477,-0.6981001,-0.7160001,1,1
14,13,57477,-0.6981001,-0.7160001,1,1
14,14,57344,-0.7071068,-0.7071068,1,1
14,15,57212,-0.7160001,-0.6981001,1,1
14,16,57212,-0.7160001,-0.6981001,1,1
14,17,57212,-0.7160001,-0.6981001,1,1
14,18,57212,-0.7160001,-0.6981001,1,1
14,19,57077,-0.7249994,-0.6887494,1,1
14,20,56949,-0.7334303,-0.6797646,1,1
14,21,56949,-0.7334303,-0.6797646,1,1
14,22,56949,-0.7334303,-0.6797646,1,1
14,23,56810,-0.7423931,-0.6699645,1,1
14,24,56810,-0.7423931,-0.6699645,1,1
14,25,56685,-0.750359,-0.6610306,1,1
14,26,56685,-0.750359,-0.6610306,1,1
14,27,56544,-0.7592567,-0.6507914,1,1
14,28,56544,-0.7592567,-0.6507914,1,1
14,29,56544,-0.7592567,-0.6507914,1,1
14,30,56423,-0.7667577,-0.6419367,1,1
14,31,56278,-0.775562,-0.6312714,1,1
14,32,56278,-0.775562,-0.6312714,1,1
14,33,56278,-0.775562,-0.6312714,1,1
14,34,56278,-0.775562,-0.6312714,1,1
14,35,56015,-0.791285,-0.6114475,1,1
14,36,56015,-0.791285,-0.6114475,1,1
14,37,56015,-0.791285,-0.6114475,1,1
14,38,55864,-0.8,-0.6,1,1
14,39,55752,-0.806405,-0.5913637,1,1
14,40,55752,-0.806405,-0.5913637,1,1
14,41,55752,-0.806405,-0.5913637,1,1
14,42,55600,-0.8149553,-0.5795238,1,1
14,43,55492,-0.8209051,-0.5710645,1,1
14,44,55492,-0.8209051,-0.5710645,1,1
14,45,55338,-0.8292664,-0.5588534,1,1
14,46,55338,-0.8292664,-0.5588534,1,1
14,47,55234,-0.8347726,-0.5505947,1,1
14,48,55078,-0.8429222,-0.5380354,1,1
14,49,55078,-0.8429222,-0.5380354,1,1
14,50,55078,-0.8429222,-0.5380354,1,1
14,51,54821,-0.8559156,-0.5171157,1,1
14,52,54821,-0.8559156,-0.5171157,1,1
14,53,54821,-0.8559156,-0.5171157,1,1
14,54,54661,-0.8637789,-0.503871,1,1
14,55,54567,-0.8682432,-0.4961389,1,1
14,56,54567,-0.8682432,-0.4961389,1,1
14,57,54406,-0.8758383,-0.4826048,1,1
14,58,54406,-0.8758383,-0.4826048,1,1
14,59,54317,-0.8799054,-0.4751489,1,1
14,60,54154,-0.8872169,-0.4613528,1,1
14,61,54154,-0.8872169,-0.4613528,1,1
14,62,54070,-0.8909061,-0.4541875,1,1
14,63,53906,-0.8979207,-0.4401572,1,1
14,64,53906,-0.8979207,-0.4401572,1,1
14,65,53906,-0.8979207,-0.4401572,1,1
14,66,53663,-0.9079595,-0.4190582,1,1
14,67,53663,-0.9079595,-0.4190582,1,1
14,68,53663,-0.9079595,-0.4190582,1,1
14,69,53496,-0.9145353,-0.404506,1,1
14,70,53423,-0.917345,-0.3980931,1,1
14,71,53256,-0.9235916,-0.3833776,1,1
14,72,53256,-0.9235916,-0.3833776,1,1
14,73,53188,-0.9260923,-0.3772969,1,1
14,74,53021,-0.9320047,-0.3624463,1,1
14,75,53021,-0.9320047,-0.3624463,1,1
14,76,52790,-0.9397934,-0.341743,1,1
14,77,52790,-0.9397934,-0.341743,1,1
14,78,52730,-0.9417418,-0.3363364,1,1
14,79,52564,-0.9469787,-0.3212964,1,1
14,80,52564,-0.9469787,-0.3212964,1,1
14,81,52343,-0.9535826,-0.3011313,1,1
14,82,52343,-0.9535826,-0.3011313,1,1
14,83,52176,-0.9582877,-0.2858051,1,1
14,84,52126,-0.9596285,-0.2812704,1,1
14,85,51960,-0.9639927,-0.265929,1,1
14,86,51960,-0.9639927,-0.265929,1,1
14,87,51749,-0.9691685,-0.2463988,1,1
14,88,51749,-0.9691685,-0.2463988,1,1
14,89,51543,-0.9738412,-0.2272296,1,1
14,90,51543,-0.9738412,-0.2272296,1,1
14,91,51343,-0.9780365,-0.208434,1,1
14,92,51343,-0.9780365,-0.208434,1,1
14,93,51179,-0.9811945,-0.1930219,1,1
14,94,51147,-0.9817799,-0.1900219,1,1
14,95,50984,-0.9846233,-0.1746912,1,1
14,96,50794,-0.9876356,-0.1567675,1,1
14,97,50794,-0.9876356,-0.1567675,1,1
14,98,50610,-0.9902565,-0.1392548,1,1
14,99,50610,-0.9902565,-0.1392548,1,1
14,100,50430,-0.992511,-0.1221552,1,1
14,101,50430,-0.992511,-0.1221552,1,1
14,102,50255,-0.9944226,-0.1054691,1,1
14,103,50098,-0.9958932,-0.09053575,1,1
14,104,50084,-0.9960142,-0.0891953,1,1
14,105,49929,-0.997227,-0.07441992,1,1
14,106,49765,-0.9982744,-0.05872202,1,1
14,107,49765,-0.9982744,-0.05872202,1,1
14,108,49606,-0.9990562,-0.04343722,1,1
14,109,49455,-0.9995801,-0.02897334,1,1
14,110,49450,-0.9995921,-0.02855978,1,1
14,111,49301,-0.999898,-0.01428426,1,1
14,112,49152,-1,0,1,1
14,113,49152,-1,0,1,1
14,114,49152,-1,0,1,1
14,115,49152,-1,0,1,1
14,116,49152,-1,0,1,1
14,117,49152,-1,0,1,1
14,118,49152,-1,0,1,1
14,119,49152,-1,0,1,1
14,120,49152,-1,0,1,1
14,121,49152,-1,0,1,1
14,122,49152,-1,0,1,1
14,123,49152,-1,0,1,1
14,124,49152,-1,0,1,1
14,125,49152,-1,0,1,1
14,126,49152,-1,0,1,1
14,127,49152,-1,0,1,1
14,128,49152,-1,0,1,1
14,129,49152,-1,0,1,1
14,130,49152,-1,0,1,1
14,131,49152,-1,0,1,1
14,132,49152,-1,0,1,1
14,133,49152,-1,0,1,1
14,134,49152,-1,0,1,1
14,135,49152,-1,0,1,1
14,136,49152,-1,0,1,1
14,137,49152,-1,0,1,1
14,138,49152,-1,0,1,1
14,139,49152,-1,0,1,1
14,140,49152,-1,0,1,1
14,141,49152,-1,0,1,1
14,142,49152,-1,0,1,1
14,143,49152,-1,0,1,1
14,144,49152,-1,0,1,1
14,145,49004,-0.999898,0.01428426,1,1
14,146,48855,-0.9995921,0.02855978,1,1
14,147,48850,-0.9995801,0.02897334,1,1
14,148,48699,-0.9990562,0.04343722,1,1
14,149,48540,-0.9982744,0.05872202,1,1
14,150,48540,-0.9982744,0.05872202,1,1
14,151,48376,-0.997227,0.07441992,1,1
14,152,48221,-0.9960142,0.0891953,1,1
14,153,48207,-0.9958932,0.09053575,1,1
14,154,48050,-0.9944226,0.1054691,1,1
14,155,47875,-0.992511,0.1221552,1,1
14,156,47875,-0.992511,0.1221552,1,1
14,157,47695,-0.9902565,0.1392548,1,1
14,158,47695,-0.9902565,0.1392548,1,1
14,159,47511,-0.9876356,0.1567675,1,1
14,160,47511,-0.9876356,0.1567675,1,1
14,161,47321,-0.9846233,0.1746912,1,1
14,162,47158,-0.9817799,0.1900219,1,1
14,163,47126,-0.9811945,0.1930219,1,1
14,164,46962,-0.9780365,0.208434,1,1
14,165,46962,-0.9780365,0.208434,1,1
14,166,46762,-0.9738412,0.2272296,1,1
14,167,46762,-0.9738412,0.2272296,1,1
14,168,46556,-0.9691685,0.2463988,1,1
14,169,46556,-0.9691685,0.2463988,1,1
14,170,46345,-0.9639927,0.265929,1,1
14,171,46345,-0.9639927,0.265929,1,1
14,172,46179,-0.9596285,0.2812704,1,1
14,173,46129,-0.9582877,0.2858051,1,1
14,174,45962,-0.9535826,0.3011313,1,1
14,175,45962,-0.9535826,0.3011313,1,1
14,176,45741,-0.9469787,0.3212964,1,1
14,177,45741,-0.9469787,0.3212964,1,1
14,178,45575,-0.9417418,0.3363364,1,1
14,179,45515,-0.9397934,0.341743,1,1
14,180,45515,-0.9397934,0.341743,1,1
14,181,45284,-0.9320047,0.3624463,1,1
14,182,45284,-0.9320047,0.3624463,1,1
14,183,45117,-0.9260923,0.3772969,1,1
14,184,45049,-0.9235916,0.3833776,1,1
14,185,45049,-0.9235916,0.3833776,1,1
14,186,44882,-0.917345,0.3980931,1,1
14,187,44809,-0.9145353,0.404506,1,1
14,188,44642,-0.9079595,0.4190582,1,1
14,189,44642,-0.9079595,0.4190582,1,1
14,190,44642,-0.9079595,0.4190582,1,1
14,191,44399,-0.8979207,0.4401572,1,1
14,192,44399,-0.8979207,0.4401572,1,1
14,193,44399,-0.8979207,0.4401572,1,1
14,194,44235,-0.8909061,0.4541875,1,1
14,195,44151,-0.8872169,0.4613528,1,1
14,196,44151,-0.8872169,0.4613528,1,1
14,197,43988,-0.8799054,0.4751489,1,1
14,198,43899,-0.8758383,0.4826048,1,1
14,199,43899,-0.8758383,0.4826048,1,1
14,200,43738,-0.8682432,0.4961389,1,1
14,201,43738,-0.8682432,0.4961389,1,1
14,202,43644,-0.8637789,0.503871,1,1
14,203,43484,-0.8559156,0.5171157,1,1
14,204,43484,-0.8559156,0.5171157,1,1
14,205,43484,-0.8559156,0.5171157,1,1
14,206,43227,-0.8429222,0.5380354,1,1
14,207,43227,-0.8429222,0.5380354,1,1
14,208,43227,-0.8429222,0.5380354,1,1
14,209,43071,-0.8347726,0.5505947,1,1
14,210,42967,-0.8292664,0.5588534,1,1
14,211,42967,-0.8292664,0.5588534,1,1
14,212,42813,-0.8209051,0.5710645,1,1
14,213,42813,-0.8209051,0.5710645,1,1
14,214,42705,-0.8149553,0.5795238,1,1
14,215,42553,-0.806405,0.5913637,1,1
14,216,42553,-0.806405,0.5913637,1,1
14,217,42553,-0.806405,0.5913637,1,1
14,218,42441,-0.8,0.6,1,1
14,219,42290,-0.791285,0.6114475,1,1
14,220,42290,-0.791285,0.6114475,1,1
14,221,42290,-0.791285,0.6114475,1,1
14,222,42027,-0.775562,0.6312714,1,1
14,223,42027,-0.775562,0.6312714,1,1
14,224,42027,-0.775562,0.6312714,1,1
14,225,42027,-0.775562,0.6312714,1,1
14,226,41882,-0.7667577,0.6419367,1,1
14,227,41761,-0.7592567,0.6507914,1,1
14,228,41761,-0.7592567,0.6507914,1,1
14,229,41761,-0.7592567,0.6507914,1,1
14,230,41620,-0.750359,0.6610306,1,1
14,231,41620,-0.750359,0.6610306,1,1
14,232,41495,-0.7423931,0.6699645,1,1
14,233,41495,-0.7423931,0.6699645,1,1
14,234,41356,-0.7334303,0.6797646,1,1
14,235,41356,-0.7334303,0.6797646,1,1
14,236,41356,-0.7334303,0.6797646,1,1
14,237,41228,-0.7249994,0.6887494,1,1
14,238,41093,-0.7160001,0.6981001,1,1
14,239,41093,-0.7160001,0.6981001,1,1
14,240,41093,-0.7160001,0.6981001,1,1
14,241,41093,-0.7160001,0.6981001,1,1
14,242,40960,-0.7071068,0.7071068,1,1
14,243,40828,-0.6981001,0.7160001,1,1
14,244,40828,-0.6981001,0.7160001,1,1
14,245,40828,-0.6981001,0.7160001,1,1
14,246,40828,-0.6981001,0.7160001,1,1
14,247,40693,-0.6887494,0.7249994,1,1
14,248,40565,-0.6797646,0.7334303,1,1
14,249,40565,-0.6797646,0.7334303,1,1
14,250,40565,-0.6797646,0.7334303,1,1
14,251,40565,-0.6797646,0.7334303,1,1
14,252,40426,-0.6699645,0.7423931,1,1
14,253,40426,-0.6699645,0.7423931,1,1
14,254,40301,-0.6610306,0.750359,1,1
14,255,40301,-0.6610306,0.750359,1,1
15,0,58145,-0.6507914,-0.7592567,1,1
15,1,58004,-0.6610306,-0.750359,1,1
15,2,58004,-0.6610306,-0.750359,1,1
15,3,58004,-0.6610306,-0.750359,1,1
15,4,57879,-0.6699645,-0.7423931,1,1
15,5,57879,-0.6699645,-0.7423931,1,1
15,6,57740,-0.6797646,-0.7334303,1,1
15,7,57740,-0.6797646,-0.7334303,1,1
15,8,57740,-0.6797646,-0.7334303,1,1
15,9,57740,-0.6797646,-0.7334303,1,1
15,10,57612,-0.6887494,-0.7249994,1,1
15,11,57477,-0.6981001,-0.7160001,1,1
15,12,57477,-0.6981001,-0.7160001,1,1
15,13,57477,-0.6981001,-0.7160001,1,1
15,14,57477,-0.6981001,-0.7160001,1,1
15,15,57344,-0.7071068,-0.7071068,1,1
15,16,57212,-0.7160001,-0.6981001,1,1
15,17,57212,-0.7160001,-0.6981001,1,1
15,18,57212,-0.7160001,-0.6981001,1,1
15,19,57212,-0.7160001,-0.6981001,1,1
15,20,57077,-0.7249994,-0.6887494,1,1
15,21,56949,-0.7334303,-0.6797646,1,1
15,22,56949,-0.7334303,-0.6797646,1,1
15,23,56949,-0.7334303,-0.6797646,1,1
15,24,56810,-0.7423931,-0.6699645,1,1
15,25,56810,-0.7423931,-0.6699645,1,1
15,26,56685,-0.750359,-0.6610306,1,1
15,27,56685,-0.750359,-0.6610306,1,1
15,28,56544,-0.7592567,-0.6507914,1,1
15,29,56544,-0.7592567,-0.6507914,1,1
15,30,56544,-0.7592567,-0.6507914,1,1
15,31,56423,-0.7667577,-0.6419367,1,1
15,32,56278,-0.775562,-0.6312714,1,1
15,33,56278,-0.775562,-0.6312714,1,1
15,34,56278,-0.775562,-0.6312714,1,1
15,35,56015,-0.791285,-0.6114475,1,1
15,36,56015,-0.791285,-0.6114475,1,1
15,37,56015,-0.791285,-0.6114475,1,1
15,38,56015,-0.791285,-0.6114475,1,1
15,39,55864,-0.8,-0.6,1,1
15,40,55752,-0.806405,-0.5913637,1,1
15,41,55752,-0.806405,-0.5913637,1,1
15,42,55600,-0.8149553,-0.5795238,1,1
15,43,55600,-0.8149553,-0.5795238,1,1
15,44,55492,-0.8209051,-0.5710645,1,1
15,45,55492,-0.8209051,-0.5710645,1,1
15,46,55338,-0.8292664,-0.5588534,1,1
15,47,55338,-0.8292664,-0.5588534,1,1
15,48,55234,-0.8347726,-0.5505947,1,1
15,49,55078,-0.8429222,-0.5380354,1,1
15,50,55078,-0.8429222,-0.5380354,1,1
15,51,55078,-0.8429222,-0.5380354,1,1
15,52,54821,-0.8559156,-0.5171157,1,1
15,53,54821,-0.8559156,-0.5171157,1,1
15,54,54821,-0.8559156,-0.5171157,1,1
15,55,54661,-0.8637789,-0.503871,1,1
15,56,54567,-0.8682432,-0.4961389,1,1
15,57,54567,-0.8682432,-0.4961389,1,1
15,58,54406,-0.8758383,-0.4826048,1,1
15,59,54317,-0.8799054,-0.4751489,1,1
15,60,54317,-0.8799054,-0.4751489,1,1
15,61,54154,-0.8872169,-0.4613528,1,1
15,62,54154,-0.8872169,-0.4613528,1,1
15,63,53906,-0.8979207,-0.4401572,1,1
15,64,53906,-0.8979207,-0.4401572,1,1
15,65,53906,-0.8979207,-0.4401572,1,1
15,66,53906,-0.8979207,-0.4401572,1,1
15,67,53663,-0.9079595,-0.4190582,1,1
15,68,53663,-0.9079595,-0.4190582,1,1
15,69,53496,-0.9145353,-0.404506,1,1
15,70,53423,-0.917345,-0.3980931,1,1
15,71,53423,-0.917345,-0.3980931,1,1
15,72,53256,-0.9235916,-0.3833776,1,1
15,73,53188,-0.9260923,-0.3772969,1,1
15,74,53021,-0.9320047,-0.3624463,1,1
15,75,53021,-0.9320047,-0.3624463,1,1
15,76,52957,-0.9342183,-0.3567016,1,1
15,77,52790,-0.9397934,-0.341743,1,1
15,78,52790,-0.9397934,-0.341743,1,1
15,79,52564,-0.9469787,-0.3212964,1,1
15,80,52564,-0.9469787,-0.3212964,1,1
15,81,52396,-0.9520286,-0.3060092,1,1
15,82,52343,-0.9535826,-0.3011313,1,1
15,83,52176,-0.9582877,-0.2858051,1,1
15,84,52126,-0.9596285,-0.2812704,1,1
15,85,51960,-0.9639927,-0.265929,1,1
15,86,51960,-0.9639927,-0.265929,1,1
15,87,51749,-0.9691685,-0.2463988,1,1
15,88,51749,-0.9691685,-0.2463988,1,1
15,89,51543,-0.9738412,-0.2272296,1,1
15,90,51543,-0.9738412,-0.2272296,1,1
15,91,51378,-0.9773231,-0.2117533,1,1
15,92,51343,-0.9780365,-0.208434,1,1
15,93,51179,-0.9811945,-0.1930219,1,1
15,94,51147,-0.9817799,-0.1900219,1,1
15,95,50984,-0.9846233,-0.1746912,1,1
15,96,50955,-0.9850968,-0.172001,1,1
15,97,50794,-0.9876356,-0.1567675,1,1
15,98,50610,-0.9902565,-0.1392548,1,1
15,99,50610,-0.9902565,-0.1392548,1,1
15,100,50430,-0.992511,-0.1221552,1,1
15,101,50430,-0.992511,-0.1221552,1,1
15,102,50255,-0.9944226,-0.1054691,1,1
15,103,50098,-0.9958932,-0.09053575,1,1
15,104,50084,-0.9960142,-0.0891953,1,1
15,105,49929,-0.997227,-0.07441992,1,1
15,106,49765,-0.9982744,-0.05872202,1,1
15,107,49765,-0.9982744,-0.05872202,1,1
15,108,49606,-0.9990562,-0.04343722,1,1
15,109,49455,-0.9995801,-0.02897334,1,1
15,110,49450,-0.9995921,-0.02855978,1,1
15,111,49301,-0.999898,-0.01428426,1,1
15,112,49152,-1,0,1,1
15,113,49152,-1,0,1,1
15,114,49152,-1,0,1,1
15,115,49152,-1,0,1,1
15,116,49152,-1,0,1,1
15,117,49152,-1,0,1,1
15,118,49152,-1,0,1,1
15,119,49152,-1,0,1,1
15,120,49152,-1,0,1,1
15,121,49152,-1,0,1,1
15,122,49152,-1,0,1,1
15,123,49152,-1,0,1,1
15,124,49152,-1,0,1,1
15,125,49152,-1,0,1,1
15,126,49152,-1,0,1,1
15,127,49152,-1,0,1,1
15,128,49152,-1,0,1,1
15,129,49152,-1,0,1,1
15,130,49152,-1,0,1,1
15,131,49152,-1,0,1,1
15,132,49152,-1,0,1,1
15,133,49152,-1,0,1,1
15,134,49152,-1,0,1,1
15,135,49152,-1,0,1,1
15,136,49152,-1,0,1,1
15,137,49152,-1,0,1,1
15,138,49152,-1,0,1,1
15,139,49152,-1,0,1,1
15,140,49152,-1,0,1,1
15,141,49152,-1,0,1,1
15,142,49152,-1,0,1,1
15,143,49152,-1,0,1,1
15,144,49152,-1,0,1,1
15,145,49004,-0.999898,0.01428426,1,1
15,146,48855,-0.9995921,0.02855978,1,1
15,147,48850,-0.9995801,0.02897334,1,1
15,148,48699,-0.9990562,0.04343722,1,1
15,149,48540,-0.9982744,0.05872202,1,1
15,150,48540,-0.9982744,0.05872202,1,1
15,151,48376,-0.997227,0.07441992,1,1
15,152,48221,-0.9960142,0.0891953,1,1
15,153,48207,-0.9958932,0.09053575,1,1
15,154,48050,-0.9944226,0.1054691,1,1
15,155,47875,-0.992511,0.1221552,1,1
15,156,47875,-0.992511,0.1221552,1,1
15,157,47695,-0.9902565,0.1392548,1,1
15,158,47695,-0.9902565,0.1392548,1,1
15,159,47511,-0.9876356,0.1567675,1,1
15,160,47349,-0.9850968,0.172001,1,1
15,161,47321,-0.9846233,0.1746912,1,1
15,162,47158,-0.9817799,0.1900219,1,1
15,163,47126,-0.9811945,0.1930219,1,1
15,164,46962,-0.9780365,0.208434,1,1
15,165,46927,-0.9773231,0.2117533,1,1
15,166,46762,-0.9738412,0.2272296,1,1
15,167,46762,-0.9738412,0.2272296,1,1
15,168,46556,-0.9691685,0.2463988,1,1
15,169,46556,-0.9691685,0.2463988,1,1
15,170,46345,-0.9639927,0.265929,1,1
15,171,46345,-0.9639927,0.265929,1,1
15,172,46179,-0.9596285,0.2812704,1,1
15,173,46129,-0.9582877,0.2858051,1,1
15,174,45962,-0.9535826,0.3011313,1,1
15,175,45909,-0.9520286,0.3060092,1,1
15,176,45741,-0.9469787,0.3212964,1,1
15,177,45741,-0.9469787,0.3212964,1,1
15,178,45515,-0.9397934,0.341743,1,1
15,179,45515,-0.9397934,0.341743,1,1
15,180,45348,-0.9342183,0.3567016,1,1
15,181,45284,-0.9320047,0.3624463,1,1
15,182,45284,-0.9320047,0.3624463,1,1
15,183,45117,-0.9260923,0.3772969,1,1
15,184,45049,-0.9235916,0.3833776,1,1
15,185,44882,-0.917345,0.3980931,1,1
15,186,44882,-0.917345,0.3980931,1,1
15,187,44809,-0.9145353,0.404506,1,1
15,188,44642,-0.9079595,0.4190582,1,1
15,189,44642,-0.9079595,0.4190582,1,1
15,190,44399,-0.8979207,0.4401572,1,1
15,191,44399,-0.8979207,0.4401572,1,1
15,192,44399,-0.8979207,0.4401572,1,1
15,193,44399,-0.8979207,0.4401572,1,1
15,194,44151,-0.8872169,0.4613528,1,1
15,195,44151,-0.8872169,0.4613528,1,1
15,196,43988,-0.8799054,0.4751489,1,1
15,197,43988,-0.8799054,0.4751489,1,1
15,198,43899,-0.8758383,0.4826048,1,1
15,199,43738,-0.8682432,0.4961389,1,1
15,200,43738,-0.8682432,0.4961389,1,1
15,201,43644,-0.8637789,0.503871,1,1
15,202,43484,-0.8559156,0.5171157,1,1
15,203,43484,-0.8559156,0.5171157,1,1
15,204,43484,-0.8559156,0.5171157,1,1
15,205,43227,-0.8429222,0.5380354,1,1
15,206,43227,-0.8429222,0.5380354,1,1
15,207,43227,-0.8429222,0.5380354,1,1
15,208,43071,-0.8347726,0.5505947,1,1
15,209,42967,-0.8292664,0.5588534,1,1
15,210,42967,-0.8292664,0.5588534,1,1
15,211,42813,-0.8209051,0.5710645,1,1
15,212,42813,-0.8209051,0.5710645,1,1
15,213,42705,-0.8149553,0.5795238,1,1
15,214,42705,-0.8149553,0.5795238,1,1
15,215,42553,-0.806405,0.5913637,1,1
15,216,42553,-0.806405,0.5913637,1,1
15,217,42441,-0.8,0.6,1,1
15,218,42290,-0.791285,0.6114475,1,1
15,219,42290,-0.791285,0.6114475,1,1
15,220,42290,-0.791285,0.6114475,1,1
15,221,42290,-0.791285,0.6114475,1,1
15,222,42027,-0.775562,0.6312714,1,1
15,223,42027,-0.775562,0.6312714,1,1
15,224,42027,-0.775562,0.6312714,1,1
15,225,41882,-0.7667577,0.6419367,1,1
15,226,41761,-0.7592567,0.6507914,1,1
15,227,41761,-0.7592567,0.6507914,1,1
15,228,41761,-0.7592567,0.6507914,1,1
15,229,41620,-0.750359,0.6610306,1,1
15,230,41620,-0.750359,0.6610306,1,1
15,231,41495,-0.7423931,0.6699645,1,1
15,232,41495,-0.7423931,0.6699645,1,1
15,233,41356,-0.7334303,0.6797646,1,1
15,234,41356,-0.7334303,0.6797646,1,1
15,235,41356,-0.7334303,0.6797646,1,1
15,236,41228,-0.7249994,0.6887494,1,1
15,237,41093,-0.7160001,0.6981001,1,1
15,238,41093,-0.7160001,0.6981001,1,1
15,239,41093,-0.7160001,0.6981001,1,1
15,240,41093,-0.7160001,0.6981001,1,1
15,241,40960,-0.7071068,0.7071068,1,1
